seq,x,y,yaw,timestamp
104,8.2806,-77.1586,-0.5489,1778851833.668
105,8.6214,-77.3671,-0.5489,1778851834.781
106,8.9623,-77.5755,-0.5489,1778851835.894
107,9.3031,-77.7840,-0.5489,1778851837.008
108,9.6439,-77.9924,-0.5489,1778851838.121
109,9.9848,-78.2009,-0.5489,1778851839.234
110,10.3256,-78.4093,-0.5489,1778851840.347
111,10.6664,-78.6178,-0.5489,1778851841.460
112,11.0073,-78.8262,-0.5489,1778851842.574
113,11.3481,-79.0347,-0.5489,1778851843.687
114,11.6889,-79.2431,-0.5489,1778851844.800
115,12.0298,-79.4516,-0.5489,1778851845.913
116,12.3706,-79.6600,-0.5489,1778851847.027
117,12.7114,-79.8685,-0.5489,1778851848.140
118,13.0523,-80.0769,-0.5489,1778851849.253
119,13.3931,-80.2854,-0.5489,1778851850.366
120,13.7339,-80.4938,-0.5489,1778851851.479
121,14.0747,-80.7023,-0.5489,1778851852.593
122,14.4156,-80.9107,-0.5489,1778851853.706
123,14.7564,-81.1192,-0.5489,1778851854.819
124,15.0972,-81.3276,-0.5489,1778851855.932
125,15.4381,-81.5361,-0.5489,1778851857.045
126,15.7789,-81.7445,-0.5489,1778851858.159
127,16.1197,-81.9530,-0.5489,1778851859.272
128,16.4606,-82.1614,-0.5489,1778851860.385
129,16.8014,-82.3699,0.8949,1778851861.498
130,17.0496,-82.0604,0.8949,1778851862.612
131,17.2978,-81.7509,0.8949,1778851863.725
132,17.5460,-81.4415,0.8949,1778851864.838
133,17.7942,-81.1320,0.8949,1778851865.951
134,18.0424,-80.8225,0.8949,1778851867.064
135,18.2906,-80.5130,0.8949,1778851868.178
136,18.5388,-80.2035,0.8949,1778851869.291
137,18.7869,-79.8941,0.8949,1778851870.404
138,19.0351,-79.5846,0.8949,1778851871.517
139,19.2833,-79.2751,0.8949,1778851872.631
140,19.5315,-78.9656,0.8949,1778851873.744
141,19.7797,-78.6561,0.8949,1778851874.857
142,20.0279,-78.3467,0.8949,1778851875.970
143,20.2761,-78.0372,0.8949,1778851877.083
144,20.5243,-77.7277,0.8949,1778851878.197
145,20.7725,-77.4182,0.8949,1778851879.310
146,21.0207,-77.1087,0.8949,1778851880.423
147,21.2689,-76.7992,0.8949,1778851881.536
148,21.5171,-76.4898,0.8949,1778851882.650
149,21.7653,-76.1803,0.8949,1778851883.763
150,22.0135,-75.8708,0.8949,1778851884.876
151,22.2617,-75.5613,0.8949,1778851885.989
152,22.5099,-75.2518,0.8949,1778851887.102
153,22.7580,-74.9424,0.8949,1778851888.216
154,23.0062,-74.6329,0.8949,1778851889.329
155,23.2544,-74.3234,0.8949,1778851890.442
156,23.5026,-74.0139,0.8949,1778851891.555
157,23.7508,-73.7044,0.8949,1778851892.669
158,23.9990,-73.3950,0.8949,1778851893.782
159,24.2472,-73.0855,0.8949,1778851894.895
160,24.4954,-72.7760,1.5940,1778851896.008
161,24.4862,-72.3814,1.5940,1778851897.121
162,24.4771,-71.9868,1.5940,1778851898.235
163,24.4679,-71.5923,1.5940,1778851899.348
164,24.4587,-71.1977,1.5940,1778851900.461
165,24.4496,-70.8031,1.5940,1778851901.574
166,24.4404,-70.4085,1.5940,1778851902.688
167,24.4312,-70.0139,1.5940,1778851903.801
168,24.4221,-69.6193,1.5940,1778851904.914
169,24.4129,-69.2248,1.5940,1778851906.027
170,24.4037,-68.8302,1.5940,1778851907.140
171,24.3946,-68.4356,1.5940,1778851908.254
172,24.3854,-68.0410,1.5940,1778851909.367
173,24.3762,-67.6464,1.5940,1778851910.480
174,24.3671,-67.2518,1.5940,1778851911.593
175,24.3579,-66.8573,1.5940,1778851912.706
176,24.3488,-66.4627,1.5940,1778851913.820
177,24.3396,-66.0681,1.5940,1778851914.933
178,24.3304,-65.6735,1.5940,1778851916.046
179,24.3213,-65.2789,1.5940,1778851917.159
180,24.3121,-64.8843,1.5940,1778851918.273
181,24.3029,-64.4898,1.5940,1778851919.386
182,24.2938,-64.0952,1.5940,1778851920.499
183,24.2846,-63.7006,1.5940,1778851921.612
184,24.2754,-63.3060,1.5940,1778851922.725
185,24.2663,-62.9114,1.5940,1778851923.839
186,24.2571,-62.5168,1.5940,1778851924.952
187,24.2479,-62.1223,1.5940,1778851926.065
188,24.2388,-61.7277,1.5940,1778851927.178
189,24.2296,-61.3331,2.0071,1778851928.292
190,24.0641,-60.9782,2.0071,1778851929.405
191,23.8986,-60.6232,2.0071,1778851930.518
192,23.7331,-60.2683,2.0071,1778851931.631
193,23.5676,-59.9133,2.0071,1778851932.744
194,23.4021,-59.5584,2.0071,1778851933.858
195,23.2366,-59.2035,2.0071,1778851934.971
196,23.0711,-58.8485,2.0071,1778851936.084
197,22.9056,-58.4936,2.0071,1778851937.197
198,22.7401,-58.1386,2.0071,1778851938.311
199,22.5746,-57.7837,2.0071,1778851939.424
200,22.4091,-57.4288,2.0071,1778851940.537
201,22.2436,-57.0738,2.0071,1778851941.650
202,22.0781,-56.7189,2.0071,1778851942.763
203,21.9126,-56.3639,2.0071,1778851943.877
204,21.7471,-56.0090,2.0071,1778851944.990
205,21.5816,-55.6540,2.0071,1778851946.103
206,21.4161,-55.2991,2.0071,1778851947.216
207,21.2506,-54.9442,2.0071,1778851948.330
208,21.0851,-54.5892,2.0071,1778851949.443
209,20.9196,-54.2343,2.0071,1778851950.556
210,20.7541,-53.8793,2.0071,1778851951.669
211,20.5886,-53.5244,2.0071,1778851952.782
